id,symbol,value_date,amount,created_date,created_by
1135,ABB2026S0,2021-11-15,100,2021-11-15 16:32:33.779,demo
1136,ABBEYBDS [BLS],2021-11-15,0.95,2021-11-15 16:32:33.780,demo
1137,ABCTRANS,2021-11-15,0.3,2021-11-15 16:32:33.780,demo
1138,ACADEMY,2021-11-15,0.33,2021-11-15 16:32:33.780,demo
1139,ACCESS,2021-11-15,9.4,2021-11-15 16:32:33.780,demo
1140,AFRINSURE,2021-11-15,0.2,2021-11-15 16:32:33.780,demo
1141,AFRIPRUD,2021-11-15,6.5,2021-11-15 16:32:33.780,demo
1142,AFROMEDIA,2021-11-15,0.2,2021-11-15 16:32:33.780,demo
1143,AGB2024S0,2021-11-15,100,2021-11-15 16:32:33.780,demo
1144,AIICO,2021-11-15,1.25,2021-11-15 16:32:33.780,demo
1145,AIRTELAFRI,2021-11-15,871.7,2021-11-15 16:32:33.780,demo
1146,ALEX [BLS],2021-11-15,7.2,2021-11-15 16:32:33.780,demo
1147,ARBICO [BLS],2021-11-15,1.03,2021-11-15 16:32:33.780,demo
1148,ARDOVA,2021-11-15,13.95,2021-11-15 16:32:33.780,demo
1149,ASOSAVINGS [DIP],2021-11-15,0.5,2021-11-15 16:32:33.780,demo
1150,AUSTINLAZ [BLS],2021-11-15,2.03,2021-11-15 16:32:33.780,demo
1151,AXA2027S1,2021-11-15,100,2021-11-15 16:32:33.780,demo
1152,BAPLC,2021-11-15,6.25,2021-11-15 16:32:33.780,demo
1153,BAU2021S1,2021-11-15,100,2021-11-15 16:32:33.780,demo
1154,BERGER,2021-11-15,8.55,2021-11-15 16:32:33.780,demo
1155,BETAGLAS,2021-11-15,52.95,2021-11-15 16:32:33.780,demo
1156,BNB2022S0,2021-11-15,100,2021-11-15 16:32:33.780,demo
1157,BOCGAS,2021-11-15,10.5,2021-11-15 16:32:33.780,demo
1158,BUA2027S1,2021-11-15,100,2021-11-15 16:32:33.780,demo
1159,BUACEMENT,2021-11-15,74.5,2021-11-15 16:32:33.781,demo
1160,CADBURY,2021-11-15,9.35,2021-11-15 16:32:33.781,demo
1161,CAP,2021-11-15,19.5,2021-11-15 16:32:33.781,demo
1162,CAPHOTEL [BLS],2021-11-15,3.19,2021-11-15 16:32:33.781,demo
1163,CAPOIL [MRF],2021-11-15,0.2,2021-11-15 16:32:33.781,demo
1164,CAVERTON,2021-11-15,1.8,2021-11-15 16:32:33.781,demo
1165,CHAMPION [BLS],2021-11-15,2.8,2021-11-15 16:32:33.781,demo
1166,CHAMS,2021-11-15,0.23,2021-11-15 16:32:33.781,demo
1167,CHELLARAM,2021-11-15,2.24,2021-11-15 16:32:33.781,demo
1168,CHIPLC,2021-11-15,0.58,2021-11-15 16:32:33.781,demo
1169,CIB2023S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1170,CIL2028S2,2021-11-15,100,2021-11-15 16:32:33.781,demo
1171,CILEASING,2021-11-15,4.75,2021-11-15 16:32:33.781,demo
1172,CMB2025S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1173,CONOIL,2021-11-15,21.7,2021-11-15 16:32:33.781,demo
1174,CORNERST,2021-11-15,0.52,2021-11-15 16:32:33.781,demo
1175,COURTVILLE,2021-11-15,0.4,2021-11-15 16:32:33.781,demo
1176,CRS2022S1,2021-11-15,108.74,2021-11-15 16:32:33.781,demo
1177,CSF2025S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1178,CUSTODIAN,2021-11-15,7.65,2021-11-15 16:32:33.781,demo
1179,CUTIX,2021-11-15,3,2021-11-15 16:32:33.781,demo
1180,CWG [BLS],2021-11-15,1.02,2021-11-15 16:32:33.781,demo
1181,DAARCOMM,2021-11-15,0.2,2021-11-15 16:32:33.781,demo
1182,DAN2024S1TA,2021-11-15,100,2021-11-15 16:32:33.781,demo
1183,DAN2026S1TB,2021-11-15,100,2021-11-15 16:32:33.781,demo
1184,DAN2028S1TC,2021-11-15,100,2021-11-15 16:32:33.781,demo
1185,DANGCEM,2021-11-15,280,2021-11-15 16:32:33.781,demo
1186,DANGSUGAR,2021-11-15,17,2021-11-15 16:32:33.781,demo
1187,DCM2025S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1188,DEAPCAP [DWL],2021-11-15,0.2,2021-11-15 16:32:33.781,demo
1189,DUNLOP [MRS],2021-11-15,0.2,2021-11-15 16:32:33.781,demo
1190,EKOCORP [BLS],2021-11-15,5.79,2021-11-15 16:32:33.781,demo
1191,ELLAHLAKES [BLS],2021-11-15,4.25,2021-11-15 16:32:33.781,demo
1192,ENAMELWA,2021-11-15,16.2,2021-11-15 16:32:33.781,demo
1193,EPF2026S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1194,ETERNA,2021-11-15,7.31,2021-11-15 16:32:33.781,demo
1195,ETI,2021-11-15,8.45,2021-11-15 16:32:33.781,demo
1196,ETRANZACT,2021-11-15,1.9,2021-11-15 16:32:33.781,demo
1197,EUNISELL,2021-11-15,2.91,2021-11-15 16:32:33.781,demo
1198,FBB2022S0,2021-11-15,94.83,2021-11-15 16:32:33.781,demo
1199,FBNH,2021-11-15,12.3,2021-11-15 16:32:33.781,demo
1200,FBQ2023S1,2021-11-15,100,2021-11-15 16:32:33.781,demo
1201,FBQ2030S2,2021-11-15,100,2021-11-15 16:32:33.781,demo
1202,FCM2021S1,2021-11-15,100.98,2021-11-15 16:32:33.782,demo
1203,FCMB,2021-11-15,3.05,2021-11-15 16:32:33.782,demo
1204,FFFBNBALF,2021-11-15,146.14,2021-11-15 16:32:33.782,demo
1205,FFFBNFIF,2021-11-15,1234.59,2021-11-15 16:32:33.782,demo
1206,FFFBNMMF,2021-11-15,100,2021-11-15 16:32:33.782,demo
1207,FFFRONTIER,2021-11-15,121.43,2021-11-15 16:32:33.782,demo
1208,FFFSDHCGF,2021-11-15,3002.68,2021-11-15 16:32:33.782,demo
1209,FFFSDHCIF,2021-11-15,2858.81,2021-11-15 16:32:33.782,demo
1210,FFIONEABMM,2021-11-15,100,2021-11-15 16:32:33.782,demo
1211,FFIONEVBF,2021-11-15,2.15,2021-11-15 16:32:33.782,demo
1212,FFIONEVGIF,2021-11-15,1,2021-11-15 16:32:33.782,demo
1213,FFLEGYDTFD,2021-11-15,3.35,2021-11-15 16:32:33.782,demo
1214,FFLEGYEYFD,2021-11-15,1.18,2021-11-15 16:32:33.782,demo
1215,FFLEGYMMFD,2021-11-15,100,2021-11-15 16:32:33.782,demo
1216,FFLEGYUBFD,2021-11-15,1.04,2021-11-15 16:32:33.782,demo
1217,FFSFSFIXED,2021-11-15,1.03,2021-11-15 16:32:33.782,demo
1218,FFUNCAPBDF,2021-11-15,1.65,2021-11-15 16:32:33.782,demo
1219,FFUNCAPBLF,2021-11-15,1.23,2021-11-15 16:32:33.782,demo
1220,FFUNCAPEBF,2021-11-15,109.3,2021-11-15 16:32:33.782,demo
1221,FFUNCAPEQF,2021-11-15,0.72,2021-11-15 16:32:33.782,demo
1222,FFUNCAPMMF,2021-11-15,1,2021-11-15 16:32:33.782,demo
1223,FFUNCAPWFF,2021-11-15,1.12,2021-11-15 16:32:33.782,demo
1224,FG112024S1,2021-11-15,118.32,2021-11-15 16:32:33.782,demo
1225,FG112024S1,2021-11-15,118.32,2021-11-15 16:32:33.782,demo
1226,FG112034S2,2021-11-15,97.04,2021-11-15 16:32:33.782,demo
1227,FG112034S2,2021-11-15,97.04,2021-11-15 16:32:33.782,demo
1228,FG132026S1,2021-11-15,107,2021-11-15 16:32:33.782,demo
1229,FG132026S1,2021-11-15,107,2021-11-15 16:32:33.782,demo
1230,FG132036S2,2021-11-15,99.5,2021-11-15 16:32:33.782,demo
1231,FG132036S2,2021-11-15,99.5,2021-11-15 16:32:33.782,demo
1232,FG142027S1,2021-11-15,120.97,2021-11-15 16:32:33.782,demo
1233,FG142027S1,2021-11-15,120.97,2021-11-15 16:32:33.783,demo
1234,FG142037S2,2021-11-15,128.08,2021-11-15 16:32:33.783,demo
1235,FG142037S2,2021-11-15,128.08,2021-11-15 16:32:33.783,demo
1236,FG152023S3,2021-11-15,105.46,2021-11-15 16:32:33.783,demo
1237,FG152025S2,2021-11-15,100,2021-11-15 16:32:33.783,demo
1238,FG152025S2,2021-11-15,100,2021-11-15 16:32:33.783,demo
1239,FG152028S1,2021-11-15,111.91,2021-11-15 16:32:33.783,demo
1240,FG152028S1,2021-11-15,111.91,2021-11-15 16:32:33.783,demo
1241,FG162029S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1242,FG162029S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1243,FG162049S2,2021-11-15,145.05,2021-11-15 16:32:33.783,demo
1244,FG162049S2,2021-11-15,145.05,2021-11-15 16:32:33.783,demo
1245,FG172035S1,2021-11-15,114.31,2021-11-15 16:32:33.783,demo
1246,FG172035S1,2021-11-15,114.31,2021-11-15 16:32:33.783,demo
1247,FG172045S3,2021-11-15,100,2021-11-15 16:32:33.783,demo
1248,FG172045S3,2021-11-15,100,2021-11-15 16:32:33.783,demo
1249,FG172050S2,2021-11-15,105,2021-11-15 16:32:33.783,demo
1250,FG172050S2,2021-11-15,105,2021-11-15 16:32:33.783,demo
1251,FG5B2028S5,2021-11-15,100,2021-11-15 16:32:33.783,demo
1252,FG5B2028S5,2021-11-15,100,2021-11-15 16:32:33.783,demo
1253,FG6B2029S3,2021-11-15,100,2021-11-15 16:32:33.783,demo
1254,FG6B2029S3,2021-11-15,100,2021-11-15 16:32:33.783,demo
1255,FG6B2029S5,2021-11-15,100,2021-11-15 16:32:33.783,demo
1256,FG6B2029S5,2021-11-15,100,2021-11-15 16:32:33.783,demo
1257,FG7B2030S3,2021-11-15,70.5,2021-11-15 16:32:33.783,demo
1258,FG7B2030S3,2021-11-15,70.5,2021-11-15 16:32:33.783,demo
1259,FG9B2022S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1260,FGB2022S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1261,FGB2022S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1262,FGB2026S2,2021-11-15,110.75,2021-11-15 16:32:33.783,demo
1263,FGB2026S2,2021-11-15,110.75,2021-11-15 16:32:33.783,demo
1264,FGDIA2022S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1265,FGEUR2023S9,2021-11-15,98.19,2021-11-15 16:32:33.783,demo
1266,FGEUR2025S5,2021-11-15,100,2021-11-15 16:32:33.783,demo
1267,FGEUR2027S2,2021-11-15,100,2021-11-15 16:32:33.783,demo
1268,FGEUR2030S8,2021-11-15,100,2021-11-15 16:32:33.783,demo
1269,FGEUR2031S6,2021-11-15,100,2021-11-15 16:32:33.783,demo
1270,FGEUR2032S1,2021-11-15,100,2021-11-15 16:32:33.783,demo
1271,FGEUR2038S7,2021-11-15,100,2021-11-15 16:32:33.783,demo
1272,FGEUR2047S3,2021-11-15,100,2021-11-15 16:32:33.783,demo
1273,FGEUR2049S4,2021-11-15,100,2021-11-15 16:32:33.784,demo
1274,FGS202143,2021-11-15,101,2021-11-15 16:32:33.784,demo
1275,FGS202166,2021-11-15,100,2021-11-15 16:32:33.784,demo
1276,FGS202245,2021-11-15,100,2021-11-15 16:32:33.784,demo
1277,FGS202247,2021-11-15,90,2021-11-15 16:32:33.784,demo
1278,FGS202247,2021-11-15,90,2021-11-15 16:32:33.784,demo
1279,FGS202249,2021-11-15,95,2021-11-15 16:32:33.784,demo
1280,FGS202249,2021-11-15,95,2021-11-15 16:32:33.784,demo
1281,FGS202251,2021-11-15,106.15,2021-11-15 16:32:33.784,demo
1282,FGS202251,2021-11-15,106.15,2021-11-15 16:32:33.784,demo
1283,FGS202253,2021-11-15,104,2021-11-15 16:32:33.784,demo
1284,FGS202253,2021-11-15,104,2021-11-15 16:32:33.784,demo
1285,FGS202255,2021-11-15,101.59,2021-11-15 16:32:33.784,demo
1286,FGS202255,2021-11-15,101.59,2021-11-15 16:32:33.784,demo
1287,FGS202257,2021-11-15,100,2021-11-15 16:32:33.784,demo
1288,FGS202257,2021-11-15,100,2021-11-15 16:32:33.784,demo
1289,FGS202259,2021-11-15,98.6,2021-11-15 16:32:33.784,demo
1290,FGS202259,2021-11-15,98.6,2021-11-15 16:32:33.784,demo
1291,FGS202261,2021-11-15,99,2021-11-15 16:32:33.784,demo
1292,FGS202261,2021-11-15,99,2021-11-15 16:32:33.784,demo
1293,FGS202263,2021-11-15,100,2021-11-15 16:32:33.784,demo
1294,FGS202263,2021-11-15,100,2021-11-15 16:32:33.784,demo
1295,FGS202265,2021-11-15,100,2021-11-15 16:32:33.784,demo
1296,FGS202265,2021-11-15,100,2021-11-15 16:32:33.784,demo
1297,FGS202267,2021-11-15,99,2021-11-15 16:32:33.784,demo
1298,FGS202267,2021-11-15,99,2021-11-15 16:32:33.784,demo
1299,FGS202268,2021-11-15,97,2021-11-15 16:32:33.784,demo
1300,FGS202270,2021-11-15,92.44,2021-11-15 16:32:33.784,demo
1301,FGS202270,2021-11-15,92.44,2021-11-15 16:32:33.784,demo
1302,FGS202272,2021-11-15,94.92,2021-11-15 16:32:33.784,demo
1303,FGS202272,2021-11-15,94.92,2021-11-15 16:32:33.784,demo
1304,FGS202274,2021-11-15,100,2021-11-15 16:32:33.784,demo
1305,FGS202274,2021-11-15,100,2021-11-15 16:32:33.785,demo
1306,FGS202276,2021-11-15,100,2021-11-15 16:32:33.785,demo
1307,FGS202276,2021-11-15,100,2021-11-15 16:32:33.785,demo
1308,FGS202278,2021-11-15,100,2021-11-15 16:32:33.785,demo
1309,FGS202278,2021-11-15,100,2021-11-15 16:32:33.785,demo
1310,FGS202280,2021-11-15,100,2021-11-15 16:32:33.785,demo
1311,FGS202280,2021-11-15,100,2021-11-15 16:32:33.785,demo
1312,FGS202282,2021-11-15,100,2021-11-15 16:32:33.785,demo
1313,FGS202301,2021-11-15,100,2021-11-15 16:32:33.785,demo
1314,FGS202303,2021-11-15,100,2021-11-15 16:32:33.785,demo
1315,FGS202369,2021-11-15,95.01,2021-11-15 16:32:33.785,demo
1316,FGS202369,2021-11-15,95.01,2021-11-15 16:32:33.785,demo
1317,FGS202371,2021-11-15,100,2021-11-15 16:32:33.785,demo
1318,FGS202371,2021-11-15,100,2021-11-15 16:32:33.785,demo
1319,FGS202373,2021-11-15,100,2021-11-15 16:32:33.785,demo
1320,FGS202373,2021-11-15,100,2021-11-15 16:32:33.785,demo
1321,FGS202375,2021-11-15,85,2021-11-15 16:32:33.785,demo
1322,FGS202375,2021-11-15,85,2021-11-15 16:32:33.785,demo
1323,FGS202377,2021-11-15,100,2021-11-15 16:32:33.785,demo
1324,FGS202377,2021-11-15,100,2021-11-15 16:32:33.785,demo
1325,FGS202379,2021-11-15,100,2021-11-15 16:32:33.785,demo
1326,FGS202379,2021-11-15,100,2021-11-15 16:32:33.785,demo
1327,FGS202381,2021-11-15,100,2021-11-15 16:32:33.785,demo
1328,FGS202381,2021-11-15,100,2021-11-15 16:32:33.785,demo
1329,FGS202383,2021-11-15,100,2021-11-15 16:32:33.785,demo
1330,FGS202384,2021-11-15,100,2021-11-15 16:32:33.785,demo
1331,FGS202386,2021-11-15,75,2021-11-15 16:32:33.785,demo
1332,FGS202388,2021-11-15,100,2021-11-15 16:32:33.785,demo
1333,FGS202390,2021-11-15,100,2021-11-15 16:32:33.785,demo
1334,FGS202392,2021-11-15,100,2021-11-15 16:32:33.785,demo
1335,FGS202394,2021-11-15,100,2021-11-15 16:32:33.785,demo
1336,FGS202396,2021-11-15,112.3,2021-11-15 16:32:33.785,demo
1337,FGS202398,2021-11-15,100,2021-11-15 16:32:33.785,demo
1338,FGS202402,2021-11-15,100,2021-11-15 16:32:33.785,demo
1339,FGS202404,2021-11-15,100,2021-11-15 16:32:33.785,demo
1340,FGS202485,2021-11-15,100,2021-11-15 16:32:33.785,demo
1341,FGS202487,2021-11-15,81,2021-11-15 16:32:33.785,demo
1342,FGS202489,2021-11-15,103,2021-11-15 16:32:33.785,demo
1343,FGS202491,2021-11-15,100,2021-11-15 16:32:33.785,demo
1344,FGS202493,2021-11-15,100,2021-11-15 16:32:33.785,demo
1345,FGS202495,2021-11-15,100,2021-11-15 16:32:33.786,demo
1346,FGS202497,2021-11-15,100,2021-11-15 16:32:33.786,demo
1347,FGS202499,2021-11-15,100.01,2021-11-15 16:32:33.786,demo
1348,FGSUK2024S1,2021-11-15,106,2021-11-15 16:32:33.786,demo
1349,FGSUK2025S2,2021-11-15,110,2021-11-15 16:32:33.786,demo
1350,FGSUK2027S3,2021-11-15,102,2021-11-15 16:32:33.786,demo
1351,FID2031S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1352,FIDELITYBK [MRF],2021-11-15,2.66,2021-11-15 16:32:33.786,demo
1353,FIDSON,2021-11-15,6.25,2021-11-15 16:32:33.786,demo
1354,FLOURMILL,2021-11-15,30.2,2021-11-15 16:32:33.786,demo
1355,FMN2023S2,2021-11-15,100,2021-11-15 16:32:33.786,demo
1356,FMN2023S3A,2021-11-15,100,2021-11-15 16:32:33.786,demo
1357,FMN2025S3B,2021-11-15,100,2021-11-15 16:32:33.786,demo
1358,FOB2021S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1359,FTNCOCOA [RST],2021-11-15,0.41,2021-11-15 16:32:33.786,demo
1360,GLAXOSMITH,2021-11-15,6,2021-11-15 16:32:33.786,demo
1361,GMB2019S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1362,GMB2022S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1363,GOLDBREW [BLS],2021-11-15,0.81,2021-11-15 16:32:33.786,demo
1364,GOLDINSURE [MRS],2021-11-15,0.2,2021-11-15 16:32:33.786,demo
1365,GREENWETF,2021-11-15,100,2021-11-15 16:32:33.786,demo
1366,GSPECPLC,2021-11-15,4.19,2021-11-15 16:32:33.786,demo
1367,GTCO,2021-11-15,27.5,2021-11-15 16:32:33.786,demo
1368,GUINEAINS,2021-11-15,0.2,2021-11-15 16:32:33.786,demo
1369,GUINNESS,2021-11-15,37.5,2021-11-15 16:32:33.786,demo
1370,HONYFLOUR,2021-11-15,3.4,2021-11-15 16:32:33.786,demo
1371,IAO2026S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1372,IKEJAHOTEL,2021-11-15,1.15,2021-11-15 16:32:33.786,demo
1373,INFINITY [BLS],2021-11-15,1.32,2021-11-15 16:32:33.786,demo
1374,INTBREW [BLS],2021-11-15,5.55,2021-11-15 16:32:33.786,demo
1375,INTENEGINS [MRS],2021-11-15,0.38,2021-11-15 16:32:33.786,demo
1376,JAIZBANK,2021-11-15,0.64,2021-11-15 16:32:33.786,demo
1377,JAPAULGOLD,2021-11-15,0.44,2021-11-15 16:32:33.786,demo
1378,JBERGER,2021-11-15,24.8,2021-11-15 16:32:33.786,demo
1379,JOHNHOLT,2021-11-15,0.72,2021-11-15 16:32:33.786,demo
1380,JULI,2021-11-15,0.91,2021-11-15 16:32:33.786,demo
1381,KGB2020S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1382,KGB2022S2,2021-11-15,100,2021-11-15 16:32:33.786,demo
1383,LAB2023S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1384,LAB2027T2,2021-11-15,100,2021-11-15 16:32:33.786,demo
1385,LAB2027T4,2021-11-15,100,2021-11-15 16:32:33.786,demo
1386,LASACO,2021-11-15,1.13,2021-11-15 16:32:33.786,demo
1387,LEARNAFRCA,2021-11-15,1.29,2021-11-15 16:32:33.786,demo
1388,LFZ2041S1,2021-11-15,100,2021-11-15 16:32:33.786,demo
1389,LINKASSURE,2021-11-15,0.56,2021-11-15 16:32:33.786,demo
1390,LIVESTOCK,2021-11-15,2.19,2021-11-15 16:32:33.787,demo
1391,LIVINGTRUST [BLS],2021-11-15,0.8,2021-11-15 16:32:33.787,demo
1392,LMS2025S2,2021-11-15,100,2021-11-15 16:32:33.787,demo
1393,LOTUSHAL15,2021-11-15,13.9,2021-11-15 16:32:33.787,demo
1394,MANSARD,2021-11-15,2.3,2021-11-15 16:32:33.787,demo
1395,MAYBAKER,2021-11-15,4.49,2021-11-15 16:32:33.787,demo
1396,MBENEFIT,2021-11-15,0.29,2021-11-15 16:32:33.787,demo
1397,MCI2026S1,2021-11-15,100,2021-11-15 16:32:33.787,demo
1398,MCNICHOLS,2021-11-15,0.77,2021-11-15 16:32:33.787,demo
1399,MEDVIEWAIR [BMF],2021-11-15,1.62,2021-11-15 16:32:33.787,demo
1400,MERGROWTH,2021-11-15,17.2,2021-11-15 16:32:33.787,demo
1401,MERVALUE,2021-11-15,16.5,2021-11-15 16:32:33.787,demo
1402,MEYER,2021-11-15,0.2,2021-11-15 16:32:33.787,demo
1403,MORISON,2021-11-15,1.89,2021-11-15 16:32:33.787,demo
1404,MRE2022S1,2021-11-15,100,2021-11-15 16:32:33.787,demo
1405,MRE2023S2A,2021-11-15,100,2021-11-15 16:32:33.787,demo
1406,MRE2023S2B,2021-11-15,100,2021-11-15 16:32:33.787,demo
1407,MRS,2021-11-15,15.2,2021-11-15 16:32:33.787,demo
1408,MTNN,2021-11-15,190,2021-11-15 16:32:33.787,demo
1409,MULTITREX [DIP],2021-11-15,0.36,2021-11-15 16:32:33.787,demo
1410,MULTIVERSE,2021-11-15,0.2,2021-11-15 16:32:33.787,demo
1411,NAHCO,2021-11-15,3.5,2021-11-15 16:32:33.787,demo
1412,NASCON,2021-11-15,14.15,2021-11-15 16:32:33.787,demo
1413,NB,2021-11-15,52.5,2021-11-15 16:32:33.787,demo
1414,NCR,2021-11-15,3,2021-11-15 16:32:33.787,demo
1415,NEIMETH,2021-11-15,1.98,2021-11-15 16:32:33.787,demo
1416,NEM,2021-11-15,1.93,2021-11-15 16:32:33.787,demo
1417,NESF,2021-11-15,552.2,2021-11-15 16:32:33.787,demo
1418,NESTLE,2021-11-15,1400,2021-11-15 16:32:33.787,demo
1419,NEWGOLD,2021-11-15,9199.99,2021-11-15 16:32:33.787,demo
1420,NGXGROUP,2021-11-15,18.15,2021-11-15 16:32:33.787,demo
1421,NIGERINS [MRF],2021-11-15,0.2,2021-11-15 16:32:33.787,demo
1422,NMR2027S3,2021-11-15,100,2021-11-15 16:32:33.787,demo
1423,NMR2030S1,2021-11-15,100,2021-11-15 16:32:33.787,demo
1424,NMR2033S2,2021-11-15,100,2021-11-15 16:32:33.787,demo
1425,NNFM,2021-11-15,8,2021-11-15 16:32:33.787,demo
1426,NOTORE [BLS],2021-11-15,62.5,2021-11-15 16:32:33.787,demo
1427,NOVA2027S1,2021-11-15,100,2021-11-15 16:32:33.787,demo
1428,NPFMCRFBK,2021-11-15,1.8,2021-11-15 16:32:33.787,demo
1429,NSLTECH,2021-11-15,0.2,2021-11-15 16:32:33.787,demo
1430,NSP2031S2,2021-11-15,100,2021-11-15 16:32:33.787,demo
1431,NSP2034S1,2021-11-15,100,2021-11-15 16:32:33.788,demo
1432,OANDO [MRF],2021-11-15,4.87,2021-11-15 16:32:33.788,demo
1433,ODB2027S1,2021-11-15,100,2021-11-15 16:32:33.788,demo
1434,OKOMUOIL,2021-11-15,142,2021-11-15 16:32:33.788,demo
1435,OMATEK [RST],2021-11-15,0.2,2021-11-15 16:32:33.788,demo
1436,OYB2022S1,2021-11-15,100,2021-11-15 16:32:33.788,demo
1437,PBS2026S1,2021-11-15,100,2021-11-15 16:32:33.788,demo
1438,PHARMDEKO,2021-11-15,2.11,2021-11-15 16:32:33.788,demo
1439,PLA2022SO,2021-11-15,100,2021-11-15 16:32:33.788,demo
1440,PREMPAINTS,2021-11-15,10,2021-11-15 16:32:33.788,demo
1441,PRESCO,2021-11-15,88.9,2021-11-15 16:32:33.788,demo
1442,PRESTIGE [BLS],2021-11-15,0.45,2021-11-15 16:32:33.788,demo
1443,PZ,2021-11-15,6.1,2021-11-15 16:32:33.788,demo
1444,RAKUNITY [MRF],2021-11-15,0.3,2021-11-15 16:32:33.788,demo
1445,REDSTAREX,2021-11-15,3.5,2021-11-15 16:32:33.788,demo
1446,REGALINS,2021-11-15,0.38,2021-11-15 16:32:33.788,demo
1447,RESORTSAL [MRF],2021-11-15,0.2,2021-11-15 16:32:33.788,demo
1448,ROYALEX,2021-11-15,0.5,2021-11-15 16:32:33.788,demo
1449,RTBRISCOE,2021-11-15,0.2,2021-11-15 16:32:33.788,demo
1450,SB2024S1TA,2021-11-15,100,2021-11-15 16:32:33.788,demo
1451,SB2024S1TB,2021-11-15,100,2021-11-15 16:32:33.788,demo
1452,SCOA,2021-11-15,1.04,2021-11-15 16:32:33.788,demo
1453,SEPLAT,2021-11-15,731.5,2021-11-15 16:32:33.788,demo
1454,SFSREIT,2021-11-15,67.9,2021-11-15 16:32:33.788,demo
1455,SIAMLETF40,2021-11-15,118.21,2021-11-15 16:32:33.788,demo
1456,SIM2023S1,2021-11-15,100,2021-11-15 16:32:33.788,demo
1457,SIM2025S2,2021-11-15,100,2021-11-15 16:32:33.788,demo
1458,SKYAVN,2021-11-15,4.45,2021-11-15 16:32:33.788,demo
1459,SMURFIT [MRF],2021-11-15,0.2,2021-11-15 16:32:33.788,demo
1460,SOVRENINS,2021-11-15,0.22,2021-11-15 16:32:33.788,demo
1461,STACO [MRF],2021-11-15,0.48,2021-11-15 16:32:33.788,demo
1462,STANBIC,2021-11-15,39,2021-11-15 16:32:33.788,demo
1463,STANBICETF30,2021-11-15,45,2021-11-15 16:32:33.788,demo
1464,STDINSURE [MRF],2021-11-15,0.2,2021-11-15 16:32:33.788,demo
1465,STERLNBANK,2021-11-15,1.5,2021-11-15 16:32:33.788,demo
1466,STUDPRESS,2021-11-15,1.78,2021-11-15 16:32:33.789,demo
1467,SUNUASSUR,2021-11-15,0.45,2021-11-15 16:32:33.789,demo
1468,TANTALIZER,2021-11-15,0.2,2021-11-15 16:32:33.789,demo
1469,THOMASWY [MRS],2021-11-15,0.35,2021-11-15 16:32:33.789,demo
1470,TIP,2021-11-15,0.41,2021-11-15 16:32:33.789,demo
1471,TOTAL,2021-11-15,240.8,2021-11-15 16:32:33.789,demo
1472,TOURIST [DIP],2021-11-15,2.84,2021-11-15 16:32:33.789,demo
1473,TRANSCOHOT [BLS],2021-11-15,5.38,2021-11-15 16:32:33.789,demo
1474,TRANSCORP,2021-11-15,1.01,2021-11-15 16:32:33.789,demo
1475,TRANSEXPR,2021-11-15,0.89,2021-11-15 16:32:33.789,demo
1476,TRIPPLEG,2021-11-15,0.96,2021-11-15 16:32:33.789,demo
1477,TRN2022S1,2021-11-15,100,2021-11-15 16:32:33.789,demo
1478,TSL2030S1,2021-11-15,100,2021-11-15 16:32:33.789,demo
1479,UACN,2021-11-15,11,2021-11-15 16:32:33.789,demo
1480,UBA,2021-11-15,8.2,2021-11-15 16:32:33.789,demo
1481,UBA2021S1,2021-11-15,100,2021-11-15 16:32:33.789,demo
1482,UBN [BLS],2021-11-15,5.05,2021-11-15 16:32:33.789,demo
1483,UBN2029S3,2021-11-15,100,2021-11-15 16:32:33.789,demo
1484,UCAP,2021-11-15,9.75,2021-11-15 16:32:33.789,demo
1485,UCAP2025S1,2021-11-15,100,2021-11-15 16:32:33.789,demo
1486,UHOMREIT,2021-11-15,36.6,2021-11-15 16:32:33.789,demo
1487,UNHOMES [MRS],2021-11-15,3.02,2021-11-15 16:32:33.789,demo
1488,UNILEVER,2021-11-15,14.6,2021-11-15 16:32:33.789,demo
1489,UNIONDAC [DIP],2021-11-15,0.28,2021-11-15 16:32:33.789,demo
1490,UNIONDICON [BRS],2021-11-15,9.9,2021-11-15 16:32:33.789,demo
1491,UNITYBNK,2021-11-15,0.59,2021-11-15 16:32:33.789,demo
1492,UNIVINSURE,2021-11-15,0.21,2021-11-15 16:32:33.789,demo
